,Zählt,Pendeltyp,Wohnort - NUTS Gliederung (Ebene +1),Arbeits- bzw. Schulort - NUTS Gliederung (Ebene +1),Jahr,Anzahl,Anmerkungen,Unnamed: 7
4680,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Klagenfurt-Villach <AT211>,2019.0,134,,
4689,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Wiener Umland-Südteil <AT127>,2019.0,314,,
4698,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Wien <AT130>,2019.0,1823,,
4707,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Wiener Umland-Nordteil <AT126>,2019.0,69,,
4716,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Weinviertel <AT125>,2019.0,9,,
4725,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Waldviertel <AT124>,2019.0,24,,
4734,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Sankt Pölten <AT123>,2019.0,43,,
4743,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Niederösterreich-Süd <AT122>,2019.0,72,,
4752,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Mostviertel-Eisenwurzen <AT121>,2019.0,44,,
4761,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Nordburgenland <AT112>,2019.0,25,,
4770,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Südburgenland <AT113>,2019.0,65,,
4779,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Mittelburgenland <AT111>,2019.0,9,,
4788,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Salzburg und Umgebung <AT323>,2019.0,292,,
4797,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Pinzgau-Pongau <AT322>,2019.0,51,,
4806,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Lungau <AT321>,2019.0,478,,
4815,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Steyr-Kirchdorf <AT314>,2019.0,54,,
4824,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Traunviertel <AT315>,2019.0,66,,
4833,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Mühlviertel <AT313>,2019.0,22,,
4842,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Linz-Wels <AT312>,2019.0,286,,
4851,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Innviertel <AT311>,2019.0,52,,
4860,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,West- und Südsteiermark <AT225>,2019.0,401,,
4869,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Oststeiermark <AT224>,2019.0,291,,
4878,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Westliche Obersteiermark <AT226>,2019.0,36337,,
4887,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Östliche Obersteiermark <AT223>,2019.0,2533,,
4896,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Liezen <AT222>,2019.0,394,,
4905,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Graz <AT221>,2019.0,2416,,
4914,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Unterkärnten <AT213>,2019.0,882,,
4923,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Oberkärnten <AT212>,2019.0,58,,
4932,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Klagenfurt-Villach <AT211>,2019.0,262,,
4941,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Wiener Umland-Südteil <AT127>,2019.0,341,,
4950,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Wien <AT130>,2019.0,1064,,
4959,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Wiener Umland-Nordteil <AT126>,2019.0,36,,
4968,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Weinviertel <AT125>,2019.0,4,SW,
4977,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Waldviertel <AT124>,2019.0,9,,
4986,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Sankt Pölten <AT123>,2019.0,38,,
4995,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Niederösterreich-Süd <AT122>,2019.0,65,,
5004,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Mostviertel-Eisenwurzen <AT121>,2019.0,92,,
5013,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Nordburgenland <AT112>,2019.0,9,,
5022,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Südburgenland <AT113>,2019.0,67,,
5031,Personen,Erwerbspendler,Westliche Obersteiermark <AT226>,Mittelburgenland <AT111>,2019.0,6,,
5040,Personen,Erwerbspendler,Innviertel <AT311>,Salzburg und Umgebung <AT323>,2019.0,8353,,
5049,Personen,Erwerbspendler,Innviertel <AT311>,Pinzgau-Pongau <AT322>,2019.0,99,,
5058,Personen,Erwerbspendler,Innviertel <AT311>,Lungau <AT321>,2019.0,5,SW,
5067,Personen,Erwerbspendler,Innviertel <AT311>,Steyr-Kirchdorf <AT314>,2019.0,617,,
5076,Personen,Erwerbspendler,Innviertel <AT311>,Traunviertel <AT315>,2019.0,2473,,
5085,Personen,Erwerbspendler,Innviertel <AT311>,Mühlviertel <AT313>,2019.0,443,,
5094,Personen,Erwerbspendler,Innviertel <AT311>,Linz-Wels <AT312>,2019.0,15968,,
5103,Personen,Erwerbspendler,Innviertel <AT311>,Innviertel <AT311>,2019.0,113884,,
5112,Personen,Erwerbspendler,Innviertel <AT311>,West- und Südsteiermark <AT225>,2019.0,43,,
5121,Personen,Erwerbspendler,Innviertel <AT311>,Oststeiermark <AT224>,2019.0,40,,
5130,Personen,Erwerbspendler,Innviertel <AT311>,Westliche Obersteiermark <AT226>,2019.0,11,,
5139,Personen,Erwerbspendler,Innviertel <AT311>,Östliche Obersteiermark <AT223>,2019.0,29,,
5148,Personen,Erwerbspendler,Innviertel <AT311>,Liezen <AT222>,2019.0,29,,
5157,Personen,Erwerbspendler,Innviertel <AT311>,Graz <AT221>,2019.0,194,,
5166,Personen,Erwerbspendler,Innviertel <AT311>,Unterkärnten <AT213>,2019.0,13,,
5175,Personen,Erwerbspendler,Innviertel <AT311>,Oberkärnten <AT212>,2019.0,9,,
5184,Personen,Erwerbspendler,Innviertel <AT311>,Klagenfurt-Villach <AT211>,2019.0,28,,
5193,Personen,Erwerbspendler,Innviertel <AT311>,Wiener Umland-Südteil <AT127>,2019.0,246,,
5202,Personen,Erwerbspendler,Innviertel <AT311>,Wien <AT130>,2019.0,1877,,
5211,Personen,Erwerbspendler,Innviertel <AT311>,Wiener Umland-Nordteil <AT126>,2019.0,58,,
5220,Personen,Erwerbspendler,Innviertel <AT311>,Weinviertel <AT125>,2019.0,1,SW,
5229,Personen,Erwerbspendler,Innviertel <AT311>,Waldviertel <AT124>,2019.0,33,,
5238,Personen,Erwerbspendler,Innviertel <AT311>,Sankt Pölten <AT123>,2019.0,71,,
5247,Personen,Erwerbspendler,Innviertel <AT311>,Niederösterreich-Süd <AT122>,2019.0,55,,
5256,Personen,Erwerbspendler,Innviertel <AT311>,Mostviertel-Eisenwurzen <AT121>,2019.0,123,,
5265,Personen,Erwerbspendler,Innviertel <AT311>,Nordburgenland <AT112>,2019.0,7,,
5274,Personen,Erwerbspendler,Innviertel <AT311>,Südburgenland <AT113>,2019.0,4,SW,
5283,Personen,Erwerbspendler,Innviertel <AT311>,Mittelburgenland <AT111>,2019.0,3,SW,
5292,Personen,Erwerbspendler,Linz-Wels <AT312>,Salzburg und Umgebung <AT323>,2019.0,1374,,
5301,Personen,Erwerbspendler,Linz-Wels <AT312>,Pinzgau-Pongau <AT322>,2019.0,88,,
5310,Personen,Erwerbspendler,Linz-Wels <AT312>,Lungau <AT321>,2019.0,7,,
5319,Personen,Erwerbspendler,Linz-Wels <AT312>,Steyr-Kirchdorf <AT314>,2019.0,6290,,
5328,Personen,Erwerbspendler,Linz-Wels <AT312>,Traunviertel <AT315>,2019.0,5052,,
5337,Personen,Erwerbspendler,Linz-Wels <AT312>,Mühlviertel <AT313>,2019.0,6033,,
5346,Personen,Erwerbspendler,Linz-Wels <AT312>,Linz-Wels <AT312>,2019.0,258233,,
5355,Personen,Erwerbspendler,Linz-Wels <AT312>,Innviertel <AT311>,2019.0,5295,,
5364,Personen,Erwerbspendler,Linz-Wels <AT312>,West- und Südsteiermark <AT225>,2019.0,293,,
5373,Personen,Erwerbspendler,Linz-Wels <AT312>,Oststeiermark <AT224>,2019.0,75,,
5382,Personen,Erwerbspendler,Linz-Wels <AT312>,Westliche Obersteiermark <AT226>,2019.0,24,,
5391,Personen,Erwerbspendler,Linz-Wels <AT312>,Östliche Obersteiermark <AT223>,2019.0,75,,
5400,Personen,Erwerbspendler,Linz-Wels <AT312>,Liezen <AT222>,2019.0,102,,
5409,Personen,Erwerbspendler,Linz-Wels <AT312>,Graz <AT221>,2019.0,1108,,
5418,Personen,Erwerbspendler,Linz-Wels <AT312>,Unterkärnten <AT213>,2019.0,54,,
5427,Personen,Erwerbspendler,Linz-Wels <AT312>,Oberkärnten <AT212>,2019.0,53,,
5436,Personen,Erwerbspendler,Linz-Wels <AT312>,Klagenfurt-Villach <AT211>,2019.0,161,,
5445,Personen,Erwerbspendler,Linz-Wels <AT312>,Wiener Umland-Südteil <AT127>,2019.0,847,,
5454,Personen,Erwerbspendler,Linz-Wels <AT312>,Wien <AT130>,2019.0,7115,,
5463,Personen,Erwerbspendler,Linz-Wels <AT312>,Wiener Umland-Nordteil <AT126>,2019.0,234,,
5472,Personen,Erwerbspendler,Linz-Wels <AT312>,Weinviertel <AT125>,2019.0,13,,
5481,Personen,Erwerbspendler,Linz-Wels <AT312>,Waldviertel <AT124>,2019.0,115,,
5490,Personen,Erwerbspendler,Linz-Wels <AT312>,Sankt Pölten <AT123>,2019.0,305,,
5499,Personen,Erwerbspendler,Linz-Wels <AT312>,Niederösterreich-Süd <AT122>,2019.0,168,,
5508,Personen,Erwerbspendler,Linz-Wels <AT312>,Mostviertel-Eisenwurzen <AT121>,2019.0,2187,,
5517,Personen,Erwerbspendler,Linz-Wels <AT312>,Nordburgenland <AT112>,2019.0,85,,
5526,Personen,Erwerbspendler,Linz-Wels <AT312>,Südburgenland <AT113>,2019.0,16,,
5535,Personen,Erwerbspendler,Linz-Wels <AT312>,Mittelburgenland <AT111>,2019.0,6,,
5544,Personen,Erwerbspendler,Mühlviertel <AT313>,Salzburg und Umgebung <AT323>,2019.0,256,,
5553,Personen,Erwerbspendler,Mühlviertel <AT313>,Pinzgau-Pongau <AT322>,2019.0,37,,
5562,Personen,Erwerbspendler,Mühlviertel <AT313>,Lungau <AT321>,2019.0,1,SW,
5571,Personen,Erwerbspendler,Mühlviertel <AT313>,Steyr-Kirchdorf <AT314>,2019.0,668,,
5580,Personen,Erwerbspendler,Mühlviertel <AT313>,Traunviertel <AT315>,2019.0,682,,
5589,Personen,Erwerbspendler,Mühlviertel <AT313>,Mühlviertel <AT313>,2019.0,63660,,
5598,Personen,Erwerbspendler,Mühlviertel <AT313>,Linz-Wels <AT312>,2019.0,38613,,
5607,Personen,Erwerbspendler,Mühlviertel <AT313>,Innviertel <AT311>,2019.0,735,,
5616,Personen,Erwerbspendler,Mühlviertel <AT313>,West- und Südsteiermark <AT225>,2019.0,90,,
5625,Personen,Erwerbspendler,Mühlviertel <AT313>,Oststeiermark <AT224>,2019.0,21,,
5634,Personen,Erwerbspendler,Mühlviertel <AT313>,Westliche Obersteiermark <AT226>,2019.0,5,SW,
5643,Personen,Erwerbspendler,Mühlviertel <AT313>,Östliche Obersteiermark <AT223>,2019.0,13,,
5652,Personen,Erwerbspendler,Mühlviertel <AT313>,Liezen <AT222>,2019.0,14,,
5661,Personen,Erwerbspendler,Mühlviertel <AT313>,Graz <AT221>,2019.0,162,,
5670,Personen,Erwerbspendler,Mühlviertel <AT313>,Unterkärnten <AT213>,2019.0,12,,
5679,Personen,Erwerbspendler,Mühlviertel <AT313>,Oberkärnten <AT212>,2019.0,7,,
5688,Personen,Erwerbspendler,Mühlviertel <AT313>,Klagenfurt-Villach <AT211>,2019.0,30,,
5697,Personen,Erwerbspendler,Mühlviertel <AT313>,Wiener Umland-Südteil <AT127>,2019.0,265,,
5706,Personen,Erwerbspendler,Mühlviertel <AT313>,Wien <AT130>,2019.0,1610,,
5715,Personen,Erwerbspendler,Mühlviertel <AT313>,Wiener Umland-Nordteil <AT126>,2019.0,80,,
5724,Personen,Erwerbspendler,Mühlviertel <AT313>,Weinviertel <AT125>,2019.0,4,SW,
5733,Personen,Erwerbspendler,Mühlviertel <AT313>,Waldviertel <AT124>,2019.0,149,,
5742,Personen,Erwerbspendler,Mühlviertel <AT313>,Sankt Pölten <AT123>,2019.0,84,,
5751,Personen,Erwerbspendler,Mühlviertel <AT313>,Niederösterreich-Süd <AT122>,2019.0,64,,
5760,Personen,Erwerbspendler,Mühlviertel <AT313>,Mostviertel-Eisenwurzen <AT121>,2019.0,2353,,
5769,Personen,Erwerbspendler,Mühlviertel <AT313>,Nordburgenland <AT112>,2019.0,6,,
5778,Personen,Erwerbspendler,Mühlviertel <AT313>,Südburgenland <AT113>,2019.0,6,,
5787,Personen,Erwerbspendler,Mühlviertel <AT313>,Mittelburgenland <AT111>,2019.0,2,SW,
5796,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Salzburg und Umgebung <AT323>,2019.0,225,,
5805,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Pinzgau-Pongau <AT322>,2019.0,30,,
5814,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Lungau <AT321>,2019.0,1,SW,
5823,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Steyr-Kirchdorf <AT314>,2019.0,56718,,
5832,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Traunviertel <AT315>,2019.0,1737,,
5841,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Mühlviertel <AT313>,2019.0,368,,
5850,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Linz-Wels <AT312>,2019.0,13038,,
5859,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Innviertel <AT311>,2019.0,373,,
5868,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,West- und Südsteiermark <AT225>,2019.0,42,,
5877,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Oststeiermark <AT224>,2019.0,20,,
5886,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Westliche Obersteiermark <AT226>,2019.0,12,,
5895,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Östliche Obersteiermark <AT223>,2019.0,35,,
5904,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Liezen <AT222>,2019.0,444,,
5913,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Graz <AT221>,2019.0,218,,
5922,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Unterkärnten <AT213>,2019.0,9,,
5931,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Oberkärnten <AT212>,2019.0,10,,
5940,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Klagenfurt-Villach <AT211>,2019.0,26,,
5949,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Wiener Umland-Südteil <AT127>,2019.0,175,,
5958,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Wien <AT130>,2019.0,1400,,
5967,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Wiener Umland-Nordteil <AT126>,2019.0,42,,
5976,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Weinviertel <AT125>,2019.0,4,SW,
5985,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Waldviertel <AT124>,2019.0,23,,
5994,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Sankt Pölten <AT123>,2019.0,93,,
6003,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Niederösterreich-Süd <AT122>,2019.0,103,,
6012,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Mostviertel-Eisenwurzen <AT121>,2019.0,2015,,
6021,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Nordburgenland <AT112>,2019.0,14,,
6030,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Südburgenland <AT113>,2019.0,4,SW,
6039,Personen,Erwerbspendler,Steyr-Kirchdorf <AT314>,Mittelburgenland <AT111>,2019.0,4,SW,
6048,Personen,Erwerbspendler,Traunviertel <AT315>,Salzburg und Umgebung <AT323>,2019.0,6959,,
6057,Personen,Erwerbspendler,Traunviertel <AT315>,Pinzgau-Pongau <AT322>,2019.0,115,,
6066,Personen,Erwerbspendler,Traunviertel <AT315>,Lungau <AT321>,2019.0,5,SW,
6075,Personen,Erwerbspendler,Traunviertel <AT315>,Steyr-Kirchdorf <AT314>,2019.0,1512,,
6084,Personen,Erwerbspendler,Traunviertel <AT315>,Traunviertel <AT315>,2019.0,93409,,
6093,Personen,Erwerbspendler,Traunviertel <AT315>,Mühlviertel <AT313>,2019.0,287,,
6102,Personen,Erwerbspendler,Traunviertel <AT315>,Linz-Wels <AT312>,2019.0,10824,,
6111,Personen,Erwerbspendler,Traunviertel <AT315>,Innviertel <AT311>,2019.0,2604,,
6120,Personen,Erwerbspendler,Traunviertel <AT315>,West- und Südsteiermark <AT225>,2019.0,87,,
6129,Personen,Erwerbspendler,Traunviertel <AT315>,Oststeiermark <AT224>,2019.0,20,,
6138,Personen,Erwerbspendler,Traunviertel <AT315>,Westliche Obersteiermark <AT226>,2019.0,18,,
6147,Personen,Erwerbspendler,Traunviertel <AT315>,Östliche Obersteiermark <AT223>,2019.0,35,,
6156,Personen,Erwerbspendler,Traunviertel <AT315>,Liezen <AT222>,2019.0,279,,
6165,Personen,Erwerbspendler,Traunviertel <AT315>,Graz <AT221>,2019.0,329,,
6174,Personen,Erwerbspendler,Traunviertel <AT315>,Unterkärnten <AT213>,2019.0,20,,
6183,Personen,Erwerbspendler,Traunviertel <AT315>,Oberkärnten <AT212>,2019.0,8,,
6192,Personen,Erwerbspendler,Traunviertel <AT315>,Klagenfurt-Villach <AT211>,2019.0,39,,
6201,Personen,Erwerbspendler,Traunviertel <AT315>,Wiener Umland-Südteil <AT127>,2019.0,303,,
6210,Personen,Erwerbspendler,Traunviertel <AT315>,Wien <AT130>,2019.0,2013,,
6219,Personen,Erwerbspendler,Traunviertel <AT315>,Wiener Umland-Nordteil <AT126>,2019.0,63,,
6228,Personen,Erwerbspendler,Traunviertel <AT315>,Weinviertel <AT125>,2019.0,11,,
6237,Personen,Erwerbspendler,Traunviertel <AT315>,Waldviertel <AT124>,2019.0,40,,
6246,Personen,Erwerbspendler,Traunviertel <AT315>,Sankt Pölten <AT123>,2019.0,98,,
6255,Personen,Erwerbspendler,Traunviertel <AT315>,Niederösterreich-Süd <AT122>,2019.0,62,,
6264,Personen,Erwerbspendler,Traunviertel <AT315>,Mostviertel-Eisenwurzen <AT121>,2019.0,124,,
6273,Personen,Erwerbspendler,Traunviertel <AT315>,Nordburgenland <AT112>,2019.0,18,,
6282,Personen,Erwerbspendler,Traunviertel <AT315>,Südburgenland <AT113>,2019.0,5,SW,
6291,Personen,Erwerbspendler,Traunviertel <AT315>,Mittelburgenland <AT111>,2019.0,5,SW,
6300,Personen,Erwerbspendler,Lungau <AT321>,Salzburg und Umgebung <AT323>,2019.0,1216,,
6309,Personen,Erwerbspendler,Lungau <AT321>,Pinzgau-Pongau <AT322>,2019.0,485,,
6318,Personen,Erwerbspendler,Lungau <AT321>,Lungau <AT321>,2019.0,7438,,
6327,Personen,Erwerbspendler,Lungau <AT321>,Steyr-Kirchdorf <AT314>,2019.0,9,,
6336,Personen,Erwerbspendler,Lungau <AT321>,Traunviertel <AT315>,2019.0,20,,
6345,Personen,Erwerbspendler,Lungau <AT321>,Mühlviertel <AT313>,2019.0,18,,
6354,Personen,Erwerbspendler,Lungau <AT321>,Linz-Wels <AT312>,2019.0,97,,
6363,Personen,Erwerbspendler,Lungau <AT321>,Innviertel <AT311>,2019.0,21,,
6372,Personen,Erwerbspendler,Lungau <AT321>,West- und Südsteiermark <AT225>,2019.0,3,SW,
6381,Personen,Erwerbspendler,Lungau <AT321>,Oststeiermark <AT224>,2019.0,21,,
6390,Personen,Erwerbspendler,Lungau <AT321>,Westliche Obersteiermark <AT226>,2019.0,109,,
6399,Personen,Erwerbspendler,Lungau <AT321>,Östliche Obersteiermark <AT223>,2019.0,18,,
6408,Personen,Erwerbspendler,Lungau <AT321>,Liezen <AT222>,2019.0,22,,
6417,Personen,Erwerbspendler,Lungau <AT321>,Graz <AT221>,2019.0,71,,
6426,Personen,Erwerbspendler,Lungau <AT321>,Unterkärnten <AT213>,2019.0,4,SW,
6435,Personen,Erwerbspendler,Lungau <AT321>,Oberkärnten <AT212>,2019.0,129,,
6444,Personen,Erwerbspendler,Lungau <AT321>,Klagenfurt-Villach <AT211>,2019.0,38,,
6453,Personen,Erwerbspendler,Lungau <AT321>,Wiener Umland-Südteil <AT127>,2019.0,18,,
6462,Personen,Erwerbspendler,Lungau <AT321>,Wien <AT130>,2019.0,244,,
6471,Personen,Erwerbspendler,Lungau <AT321>,Wiener Umland-Nordteil <AT126>,2019.0,8,,
6480,Personen,Erwerbspendler,Lungau <AT321>,Weinviertel <AT125>,2019.0,1,SW,
6489,Personen,Erwerbspendler,Lungau <AT321>,Waldviertel <AT124>,2019.0,2,SW,
6498,Personen,Erwerbspendler,Lungau <AT321>,Sankt Pölten <AT123>,2019.0,34,,
6507,Personen,Erwerbspendler,Lungau <AT321>,Niederösterreich-Süd <AT122>,2019.0,7,,
6516,Personen,Erwerbspendler,Lungau <AT321>,Mostviertel-Eisenwurzen <AT121>,2019.0,19,,
6525,Personen,Erwerbspendler,Lungau <AT321>,Nordburgenland <AT112>,2019.0,-,,
6534,Personen,Erwerbspendler,Lungau <AT321>,Südburgenland <AT113>,2019.0,1,SW,
6543,Personen,Erwerbspendler,Lungau <AT321>,Mittelburgenland <AT111>,2019.0,-,,
6552,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Salzburg und Umgebung <AT323>,2019.0,7879,,
6561,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Pinzgau-Pongau <AT322>,2019.0,71951,,
6570,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Lungau <AT321>,2019.0,244,,
6579,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Steyr-Kirchdorf <AT314>,2019.0,37,,
6588,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Traunviertel <AT315>,2019.0,121,,
6597,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Mühlviertel <AT313>,2019.0,20,,
6606,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Linz-Wels <AT312>,2019.0,494,,
6615,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Innviertel <AT311>,2019.0,149,,
6624,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,West- und Südsteiermark <AT225>,2019.0,22,,
6633,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Oststeiermark <AT224>,2019.0,29,,
6642,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Westliche Obersteiermark <AT226>,2019.0,16,,
6651,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Östliche Obersteiermark <AT223>,2019.0,31,,
6660,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Liezen <AT222>,2019.0,302,,
6669,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Graz <AT221>,2019.0,192,,
6678,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Unterkärnten <AT213>,2019.0,23,,
6687,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Oberkärnten <AT212>,2019.0,41,,
6696,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Klagenfurt-Villach <AT211>,2019.0,74,,
6705,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Wiener Umland-Südteil <AT127>,2019.0,122,,
6714,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Wien <AT130>,2019.0,1298,,
6723,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Wiener Umland-Nordteil <AT126>,2019.0,37,,
6732,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Weinviertel <AT125>,2019.0,5,SW,
6741,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Waldviertel <AT124>,2019.0,20,,
6750,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Sankt Pölten <AT123>,2019.0,95,,
6759,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Niederösterreich-Süd <AT122>,2019.0,23,,
6768,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Mostviertel-Eisenwurzen <AT121>,2019.0,33,,
6777,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Nordburgenland <AT112>,2019.0,22,,
6786,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Südburgenland <AT113>,2019.0,3,SW,
6795,Personen,Erwerbspendler,Pinzgau-Pongau <AT322>,Mittelburgenland <AT111>,2019.0,1,SW,
6804,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,Salzburg und Umgebung <AT323>,2019.0,167224,,
6813,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,Pinzgau-Pongau <AT322>,2019.0,2893,,
6822,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,Lungau <AT321>,2019.0,211,,
6831,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,Steyr-Kirchdorf <AT314>,2019.0,113,,
6840,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,Traunviertel <AT315>,2019.0,2657,,
6849,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,Mühlviertel <AT313>,2019.0,49,,
6858,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,Linz-Wels <AT312>,2019.0,1626,,
6867,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,Innviertel <AT311>,2019.0,3189,,
6876,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,West- und Südsteiermark <AT225>,2019.0,84,,
6885,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,Oststeiermark <AT224>,2019.0,61,,
6894,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,Westliche Obersteiermark <AT226>,2019.0,21,,
6903,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,Östliche Obersteiermark <AT223>,2019.0,44,,
6912,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,Liezen <AT222>,2019.0,134,,
6921,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,Graz <AT221>,2019.0,530,,
6930,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,Unterkärnten <AT213>,2019.0,33,,
6939,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,Oberkärnten <AT212>,2019.0,46,,
6948,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,Klagenfurt-Villach <AT211>,2019.0,124,,
6957,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,Wiener Umland-Südteil <AT127>,2019.0,395,,
6966,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,Wien <AT130>,2019.0,3648,,
6975,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,Wiener Umland-Nordteil <AT126>,2019.0,77,,
6984,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,Weinviertel <AT125>,2019.0,18,,
6993,Personen,Erwerbspendler,Salzburg und Umgebung <AT323>,Waldviertel <AT124>,2019.0,65,,
